type_path,type_name,good_price,brand_id,good_name,img_name,good_link,img_url
./品质女装,品质女装,59,1515164,女款宽松甜美休闲百搭纯色短袖衬衫短袖衬衫,女款宽松甜美休闲百搭纯色短袖衬衫,http://www.vip.com/detail-1515164-252320520.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/2017/03/13/93/959d2d0f-588e-401c-8aa9-1b1ba47ba115_235x297_90.jpg
./品质女装,品质女装,49,1515164,森马夏季女款休闲圆领字母印花宽松T恤,森马夏季女款休闲圆领字母印花宽松T恤,http://www.vip.com/detail-1515164-255634539.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2017/02/28/172/fca77d23-5e0f-4d53-bdd1-54f358eba88b_235x297_90.jpg
./品质女装,品质女装,113,1533931,简约花边纯色气质打底衫,简约花边纯色气质打底衫,http://www.vip.com/detail-1533931-253702963.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/2017/05/11/133/29ffad36-d91c-4ad2-a226-7bea4dedea57_235x297_90.jpg
./品质女装,品质女装,128,1454322,2017年新款夏装撞色拼接七分袖t恤,2017年新款夏装撞色拼接七分袖t恤,http://www.vip.com/detail-1454322-251320289.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/601963/2017/0323/64/bb57aa03-e47a-4379-a723-594a3540d393_235x297_90.jpg
./品质女装,品质女装,89,1490284,浆果红刺绣镂空图案圆领长袖卫衣,浆果红刺绣镂空图案圆领长袖卫衣,http://www.vip.com/detail-1490284-254254249.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2016/11/12/95/45e68b8c-7e06-4806-b7f3-078ce6ec31a0_235x297_90.jpg
./品质女装,品质女装,159,1490284,印花露肩纯色短袖衬衣,印花露肩纯色短袖衬衣,http://www.vip.com/detail-1490284-254257091.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/2017/06/19/39/a27974aa-9ea4-4391-8ab5-c26c7b842331_t_235x297_90.jpg
./品质女装,品质女装,99,1490284,植物花卉绣花印花圆领短袖T恤,植物花卉绣花印花圆领短袖T恤,http://www.vip.com/detail-1490284-254257215.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/2017/05/16/130/f5263b33-45f4-431c-8c0f-88351a785d04_t_235x297_90.jpg
./品质女装,品质女装,179,1490284,桔红色卫衣+圆领无袖拼接连衣裙,桔红色卫衣+圆领无袖拼接连衣裙,http://www.vip.com/detail-1490284-254254299.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/2016/11/12/102/ba71da5d-4223-4698-a8c6-8b774735ac29_235x297_90.jpg
./品质女装,品质女装,198,1476414,印花雪纺连衣裙时尚气质A字中长裙,印花雪纺连衣裙时尚气质A字中长裙,http://www.vip.com/detail-1476414-251273161.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/2017/07/13/87/d05fb166-9625-4948-81b4-16cf6732c664_t_235x297_90.jpg
./品质女装,品质女装,69,1539286,花鸟绣花百搭T恤,花鸟绣花百搭T恤,http://www.vip.com/detail-1539286-254773471.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/2017/05/22/91/7066e914-2b77-4705-a0a1-444cebb48e1e_235x297_90.jpg
./品质女装,品质女装,349,1508713,女亮片套头毛衫51969300142,女亮片套头毛衫,http://www.vip.com/detail-1508713-253305391.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2017/07/20/106/69dac84a-d1ed-465d-9fc3-a4279ce9d353_t_235x297_90.jpg
./品质女装,品质女装,69,1490284,花色印花雪纺拼接背心,花色印花雪纺拼接背心,http://www.vip.com/detail-1490284-254254930.html,http:////a.vpimg2.com/upload/merchandise/pdc/192/800/7299003991713800192/0/2028799-5_235x297_90.jpg
./品质女装,品质女装,96,1490297,黑色A时尚拼接简约中腰休闲裤黑白撞色拼接 哈伦显瘦校服裤,黑色A时尚拼接简约中腰休闲裤,http://www.vip.com/detail-1490297-252253935.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/115742/2017/0502/161/ca3962ac-4c52-4b60-b336-42c54803dd39_235x297_90.jpg
./唯品生活,唯品生活,49,1019820,贡天下玫瑰鲜花饼240g*3,贡天下玫瑰鲜花饼240g*3,http://www.vip.com/detail-1019820-182697119.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/112685/2017/0525/175/6ebf1f21-29c0-42c6-8712-3bf03dfec263_235x297_90.jpg
./唯品生活,唯品生活,66,1510053,【每日果仁】新农哥 混合果仁 半月装435g,【每日果仁】新农哥 混合果仁 半月装435g,http://www.vip.com/detail-1510053-249519750.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/114579/2017/0221/185/9f4ac162-5f7a-4a2a-937b-064f50ffc7f2_235x297_90.jpg
./唯品生活,唯品生活,35,1510048,熟板栗仁80gx5袋,熟板栗仁80gx5袋,http://www.vip.com/detail-1510048-249190414.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/2017/06/27/109/2e4765d4-f255-4292-b4b6-6a8ac8df221c_235x297_90.jpg
./唯品生活,唯品生活,56,1510048,五香牛肉条100gx3袋均色,五香牛肉条100gx3袋均色,http://www.vip.com/detail-1510048-249190412.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/2017/06/26/61/e7b19b52-c1ae-4f6e-8bdf-8b6a8275cbb1_235x297_90.jpg
./唯品生活,唯品生活,79,1510048,抱抱果260gx3袋,抱抱果260gx3袋,http://www.vip.com/detail-1510048-249190389.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2017/07/21/192/d22f860e-b1ae-4686-be96-0fac3532510a_235x297_90.jpg
./唯品生活,唯品生活,99,1491693,益品兰香国产大蓝莓4盒装/箱,益品兰香国产大蓝莓4盒装/箱,http://www.vip.com/detail-1491693-244645648.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/603314/2017/0718/167/16efbe8b-46c4-45a9-84e3-aca663510831_t_235x297_90.jpg
./唯品生活,唯品生活,46,1510048,榴莲干30gx4袋,榴莲干30gx4袋,http://www.vip.com/detail-1510048-249190396.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/2017/06/23/79/2e39a14b-0501-4da1-ae26-237a13cd085c_235x297_90.jpg
./唯品生活,唯品生活,39,1510073,好想你_500g二级锁鲜枣,好想你_500g二级锁鲜枣,http://www.vip.com/detail-1510073-249103874.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/146780/2017/0713/167/20645baa-0e93-498c-b072-1ae69d89e2fa_235x297_90.jpg
./唯品生活,唯品生活,89,1510048,百草味坚果零食纷享礼盒1138g,百草味坚果零食纷享礼盒1138g,http://www.vip.com/detail-1510048-249190384.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2017/06/23/170/52d191b8-b593-48ee-9524-92e91961a8a6_235x297_90.jpg
./唯品生活,唯品生活,43,1510048,草莓干100gx4袋,草莓干100gx4袋,http://www.vip.com/detail-1510048-249190391.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2017/06/23/83/37765c9a-eda0-42e6-90bd-8395989f641b_235x297_90.jpg
./唯品生活,唯品生活,40,1504525,三只松鼠_墨玉川式芝麻酥135gx5,三只松鼠_墨玉川式芝麻酥135gx5,http://www.vip.com/detail-1504525-248040563.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/109997/2017/0614/14/13768cd2-f628-49ad-9195-a6b28480ff28_235x297_90.jpg
./唯品生活,唯品生活,49,1510048,巴旦木180gx3袋,巴旦木180gx3袋,http://www.vip.com/detail-1510048-249190395.html,http:////a.vpimg3.com/upload/merchandise/pdcvis/2017/06/23/27/6712c71f-f3a8-45fa-a2cd-682849c944ab_235x297_90.jpg
./唯品生活,唯品生活,49,1510048,琥珀核桃仁168gx3袋,琥珀核桃仁168gx3袋,http://www.vip.com/detail-1510048-249190371.html,http:////a.vpimg4.com/upload/merchandise/pdcvis/2017/06/23/87/72617cf2-24ec-4260-b5f1-719c6c584df9_235x297_90.jpg
./唯品生活,唯品生活,17,1509012,（两件起售）维生素C咀嚼片（香橙味）100片,（两件起售）维生素C咀嚼片（香橙味）100片,http://www.vip.com/detail-1509012-248200923.html,http:////a.vpimg2.com/upload/merchandise/pdcvis/103327/2017/0717/99/ddc66d82-a547-4551-923d-24396a032bb9_235x297_90.jpg
